time_s,bag_time_s,mission_label,mission_state,frequency_hz,cmd.kind,cmd.label,cmd.velocity,cmd.roll_effort,cmd.pitch_effort,cmd.pitch_phase,cmd.cycles,cmd.max_retries,s1_position_rad,s1_velocity_rps,s1_current_a,s1_voltage_v,s1_mode,s2_position_rad,s2_velocity_rps,s2_current_a,s2_voltage_v,s2_mode
7.3755,1783622756.700691,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.002689999993890524,12.0,4.0
7.3915,1783622756.71674,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.4074,1783622756.732683,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.4235,1783622756.748714,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.4395,1783622756.764733,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.4555,1783622756.780697,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.4875,1783622756.812747,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.5034,1783622756.828647,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.5195,1783622756.844731,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.5354,1783622756.860634,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.5515,1783622756.876699,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.5674,1783622756.89264,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.5834,1783622756.908681,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
7.5995,1783622756.924715,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
7.6154,1783622756.940685,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.6315,1783622756.95669,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.6474,1783622756.972678,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.6634,1783622756.988638,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.6794,1783622757.004646,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.6956,1783622757.02082,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.7114,1783622757.036675,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.7274,1783622757.052658,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.7435,1783622757.068695,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.7594,1783622757.084633,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.7754,1783622757.100639,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.7915,1783622757.116692,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.8075,1783622757.132723,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.8234,1783622757.148652,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.8394,1783622757.16468,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.8555,1783622757.180702,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.8715,1783622757.196707,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.8875,1783622757.212742,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.023980824276804924,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.9035,1783622757.228735,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.023980824276804924,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.9194,1783622757.244666,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
7.9354,1783622757.260665,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.9514,1783622757.276666,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.9674,1783622757.292677,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.9834,1783622757.308653,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
7.9994,1783622757.32465,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.0154,1783622757.34061,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.0314,1783622757.356641,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.0474,1783622757.372619,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.0634,1783622757.388637,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.0794,1783622757.404631,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.0954,1783622757.420626,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.1114,1783622757.43665,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.1278,1783622757.45305,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.1434,1783622757.468632,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.1594,1783622757.484614,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.1754,1783622757.500604,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.1914,1783622757.516612,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.2074,1783622757.532616,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.2235,1783622757.548727,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.2394,1783622757.564666,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.2554,1783622757.580657,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.2714,1783622757.596655,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.3034,1783622757.628613,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.3194,1783622757.644626,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.3354,1783622757.660599,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.3514,1783622757.676649,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.3674,1783622757.692617,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.3834,1783622757.708647,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,0.023980824276804924,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.3994,1783622757.724662,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.4154,1783622757.74062,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.4314,1783622757.756618,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.4474,1783622757.772628,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.4634,1783622757.788663,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.4794,1783622757.804659,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.4954,1783622757.820634,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.5114,1783622757.836607,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.5274,1783622757.852604,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.5434,1783622757.868638,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.5594,1783622757.884634,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.5754,1783622757.900627,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.5914,1783622757.916649,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.6074,1783622757.932604,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.6234,1783622757.948646,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.6394,1783622757.964624,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.6554,1783622757.980595,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.6714,1783622757.996588,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.6874,1783622758.012625,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7033,1783622758.02858,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7194,1783622758.04465,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7354,1783622758.060596,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7514,1783622758.076591,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7674,1783622758.092605,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7834,1783622758.108589,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.7994,1783622758.124622,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.8159,1783622758.141103,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.8319,1783622758.157118,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.8474,1783622758.172635,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.8634,1783622758.188634,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.8794,1783622758.204614,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.8954,1783622758.220602,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.9113,1783622758.236578,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.9273,1783622758.252574,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.9434,1783622758.268604,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.003067961661145091,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
