time_s,bag_time_s,mission_label,mission_state,frequency_hz,cmd.kind,cmd.label,cmd.velocity,cmd.roll_effort,cmd.pitch_effort,cmd.pitch_phase,cmd.cycles,cmd.max_retries,s1_position_rad,s1_velocity_rps,s1_current_a,s1_voltage_v,s1_mode,s2_position_rad,s2_velocity_rps,s2_current_a,s2_voltage_v,s2_mode
8.9594,1783622758.284588,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
8.9753,1783622758.300575,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
8.9913,1783622758.316586,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
9.0074,1783622758.332596,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.023980824276804924,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.002689999993890524,12.0,4.0
9.0233,1783622758.348573,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.04796164855360985,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.0394,1783622758.364592,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.023980824276804924,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.0554,1783622758.380592,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.0713,1783622758.396578,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.0873,1783622758.412571,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.1193,1783622758.444551,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.1353,1783622758.460545,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.1513,1783622758.476562,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.1673,1783622758.492553,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.1833,1783622758.508546,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.1993,1783622758.524564,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.2154,1783622758.540635,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.2313,1783622758.556581,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.2483,1783622758.573565,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.2633,1783622758.588568,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.2794,1783622758.60461,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.2954,1783622758.6206,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.3114,1783622758.63659,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.3273,1783622758.652547,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.3433,1783622758.668581,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.3593,1783622758.684549,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.3753,1783622758.700546,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.3914,1783622758.716623,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.4074,1783622758.732627,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.4233,1783622758.748543,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.005379999987781048,12.0,4.0
9.4395,1783622758.764688,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
9.4554,1783622758.780678,FORWARD_PADDLE,UNKNOWN,0.506606,forward_paddle,FORWARD_PADDLE,5.0,1.0,0.4,1.5708,3.0,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.003067961661145091,-0.0,0.008070000447332859,12.0,4.0
