time_s,bag_time_s,mission_label,mission_state,frequency_hz,cmd.kind,cmd.label,cmd.max_retries,s1_position_rad,s1_velocity_rps,s1_current_a,s1_voltage_v,s1_mode,s2_position_rad,s2_velocity_rps,s2_current_a,s2_voltage_v,s2_mode
2.1438,1783622741.373512,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.1598,1783622741.389509,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.1758,1783622741.405566,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.1918,1783622741.421482,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.2079,1783622741.437584,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.2238,1783622741.45353,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.2398,1783622741.469499,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.2558,1783622741.48551,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.2718,1783622741.501495,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.2878,1783622741.5175,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.3038,1783622741.53353,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.3198,1783622741.549516,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.336,1783622741.565698,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.3521,1783622741.581796,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.3679,1783622741.597676,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.3839,1783622741.613663,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.3998,1783622741.629572,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.4159,1783622741.645662,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,-0.002689999993890524,12.0,4.0
2.4319,1783622741.661619,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.4478,1783622741.677535,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.4638,1783622741.693529,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.4798,1783622741.709523,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.4958,1783622741.725561,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.5118,1783622741.741545,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.5279,1783622741.757598,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.5438,1783622741.773576,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.56,1783622741.789693,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.5761,1783622741.805832,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.5927,1783622741.822401,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.6079,1783622741.837662,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.6241,1783622741.853825,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.6399,1783622741.86959,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.6559,1783622741.885587,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.008070000447332859,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.6721,1783622741.901803,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.0015339808305725455,-0.0,-0.002689999993890524,12.0,4.0
2.6879,1783622741.917677,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.008070000447332859,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.7039,1783622741.933579,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.7199,1783622741.949616,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.7358,1783622741.965528,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.7519,1783622741.981637,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.7679,1783622741.99763,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.7839,1783622742.013629,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.7999,1783622742.029596,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.008070000447332859,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.8158,1783622742.045539,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.008070000447332859,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.8318,1783622742.061525,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.8477,1783622742.077468,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.8798,1783622742.109514,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.8958,1783622742.125504,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.9127,1783622742.14247,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.010759999975562096,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.9279,1783622742.157612,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
2.9439,1783622742.173624,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0015339808305725455,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
2.9599,1783622742.189638,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.976,1783622742.205749,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
2.9921,1783622742.221784,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.008,1783622742.237708,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.0239,1783622742.25365,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.0398,1783622742.269506,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.0557,1783622742.285468,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.0718,1783622742.301481,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.0877,1783622742.317446,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.1038,1783622742.333551,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.1198,1783622742.349483,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.1358,1783622742.365545,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.1517,1783622742.38145,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.1677,1783622742.397475,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.1837,1783622742.413476,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,-0.002689999993890524,12.0,4.0
3.1997,1783622742.429442,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.2157,1783622742.445473,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.2318,1783622742.46155,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,-0.002689999993890524,12.0,4.0
3.2478,1783622742.477543,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.2638,1783622742.49354,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.2798,1783622742.509551,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.2958,1783622742.525569,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.3119,1783622742.541635,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.3277,1783622742.557415,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.3438,1783622742.573545,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.3598,1783622742.589556,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.3758,1783622742.605549,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.3919,1783622742.621659,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.4079,1783622742.637653,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.4238,1783622742.653563,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.005379999987781048,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.4402,1783622742.669934,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.4561,1783622742.685819,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.4718,1783622742.701547,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.4878,1783622742.717553,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.5038,1783622742.73355,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.5198,1783622742.74951,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.5358,1783622742.765518,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.5519,1783622742.781625,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.5677,1783622742.797457,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.5839,1783622742.813645,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.5999,1783622742.829613,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.6157,1783622742.845453,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.6317,1783622742.861402,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.6477,1783622742.877409,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.6638,1783622742.893478,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.6957,1783622742.925402,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.7118,1783622742.941564,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.7277,1783622742.957449,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.7437,1783622742.973436,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.7597,1783622742.98946,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,-0.002689999993890524,12.0,4.0
3.7758,1783622743.00557,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.7918,1783622743.021479,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.8077,1783622743.037452,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.8237,1783622743.053424,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.8397,1783622743.06941,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.8557,1783622743.085408,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.8717,1783622743.101408,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.8877,1783622743.117429,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.9037,1783622743.133464,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.9197,1783622743.149412,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.9357,1783622743.165393,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
3.9517,1783622743.181393,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
3.9677,1783622743.197401,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.9837,1783622743.213386,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
3.9997,1783622743.229426,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.0157,1783622743.245429,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.0317,1783622743.261381,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,-0.002689999993890524,12.0,4.0
4.0477,1783622743.277381,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.0637,1783622743.293447,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.0796,1783622743.309359,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.0957,1783622743.325381,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.1117,1783622743.341414,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.1277,1783622743.357413,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.1437,1783622743.373414,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.1597,1783622743.389403,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.1756,1783622743.405361,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.1917,1783622743.421378,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.2077,1783622743.437382,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.2238,1783622743.453536,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
4.2397,1783622743.469408,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
4.2556,1783622743.485371,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.2716,1783622743.501364,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.2877,1783622743.517378,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,-0.002689999993890524,12.0,4.0
4.3037,1783622743.53339,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.3196,1783622743.549371,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.3357,1783622743.565403,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.3516,1783622743.58137,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
4.3677,1783622743.597436,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.3836,1783622743.613371,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,0.0,12.100000381469727,4.0,-0.0,-0.0,0.0,12.0,4.0
4.3996,1783622743.629377,CALIBRATION,UNKNOWN,,calibration,CALIBRATION,2,-0.0,-0.0,-0.002689999993890524,12.100000381469727,4.0,0.0015339808305725455,-0.0,0.0,12.0,4.0
